PCode,PCode Name,Governorate,District,Cadastral,Local Name,Latitude,Longitude,Shelter Type,Status,Number of tents,Number of Individuals,Date of update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Number of 1000 Litre Tanks,Type of Water Source,Waste Disposal,Type of Contract
#loc+code,#loc,#adm1,#adm2,#adm3,#loc+localname,#geo+lat,#geo+lon,#shelter+type,#status,#shelter+tents,#population,#date,#org,#date+updated,#date+discovered,#date+created,#wash+latrines,#wash+water+tanks,#wash+watersource,#wash+wastedisposal,#shelter+contracttype
51234-01-058,Qabb Elias 058,Bekaa,Zahle,Qabb Elias,,33.7995,35.8322,IS- Informal Settlement,Less than 4,1,6,12/18/15,Medair,Last Update - 2015,3/16/15,4/3/14,1,1,Others,Municipality Collection,Verbal
51234-01-059,Qabb Elias 059,Bekaa,Zahle,Qabb Elias,,33.798,35.8336,IS- Informal Settlement,Less than 4,2,7,12/18/15,Medair,Last Update - 2015,3/16/15,3/18/13,0,0,Borehole,Municipality Collection,Verbal
51234-01-060,Qabb Elias 060,Bekaa,Zahle,Qabb Elias,,33.7954,35.8308,IS- Informal Settlement,Less than 4,1,8,12/18/15,Medair,Last Update - 2015,3/16/15,2/25/14,0,0,Borehole,Municipality Collection,None
51234-01-061,Qabb Elias 061,Bekaa,Zahle,Qabb Elias,,33.7926,35.8346,IS- Informal Settlement,Less than 4,1,8,12/18/15,Medair,Last Update - 2015,3/16/15,3/10/14,1,1,Others,Municipality Collection,Verbal
51234-01-062,Qabb Elias 062,Bekaa,Zahle,Qabb Elias,,33.7896,35.8367,IS- Informal Settlement,Less than 4,1,11,12/18/15,Medair,Last Update - 2015,3/16/15,12/31/14,1,1,Water Trucking,Municipality Collection,Verbal
51234-01-064,Qabb Elias 064,Bekaa,Zahle,Qabb Elias,,33.7772,35.8345,IS- Informal Settlement,Less than 4,1,2,12/18/15,Medair,Last Update - 2015,3/16/15,2/26/13,1,1,Others,Municipality Collection,Verbal
51234-01-065,Qabb Elias 065,Bekaa,Zahle,Qabb Elias,,33.7807,35.8372,IS- Informal Settlement,Less than 4,1,6,12/18/15,Medair,Last Update - 2015,3/16/15,3/6/12,1,1,Others,Municipality Collection,Verbal
51234-01-066,Qabb Elias 066,Bekaa,Zahle,Qabb Elias,,33.7813,35.821,IS- Informal Settlement,Active,61,405,12/18/15,Medair,Last Update - 2015,3/16/15,2/2/15,61,61,Others,Municipality Collection,Verbal
51234-01-068,Qabb Elias 068,Bekaa,Zahle,Qabb Elias,,33.7823,35.8353,IS- Informal Settlement,Less than 4,1,10,12/18/15,Medair,Last Update - 2015,3/17/15,3/25/13,2,2,Others,Municipality Collection,Verbal
51234-01-069,Qabb Elias 069,Bekaa,Zahle,Qabb Elias,,33.7975,35.836,IS- Informal Settlement,Active,11,62,12/18/15,Medair,Last Update - 2015,3/17/15,4/4/13,2,2,Borehole,Municipality Collection,Verbal
51234-01-071,Qabb Elias 071,Bekaa,Zahle,Qabb Elias,,33.7864,35.8245,IS- Informal Settlement,Active,7,38,12/18/15,Medair,Last Update - 2015,3/17/15,9/19/13,4,4,Others,Municipality Collection,Verbal
51234-01-072,Qabb Elias 072,Bekaa,Zahle,Qabb Elias,,33.7927,35.8265,IS- Informal Settlement,Active,24,154,12/18/15,Medair,Last Update - 2015,3/17/15,9/12/13,31,31,Others,Municipality Collection,Verbal
51234-01-073,Qabb Elias 073,Bekaa,Zahle,Qabb Elias,,33.7856,35.8368,IS- Informal Settlement,Less than 4,2,10,12/18/15,Medair,Last Update - 2015,3/17/15,10/29/12,0,0,Water Trucking,Municipality Collection,Verbal
51234-01-074,Qabb Elias 074,Bekaa,Zahle,Qabb Elias,,33.7806,35.8429,IS- Informal Settlement,Less than 4,2,11,12/18/15,Medair,Last Update - 2015,3/17/15,12/31/14,0,0,Water Trucking,Dump it outside the camp,Verbal
51234-01-075,Qabb Elias 075,Bekaa,Zahle,Qabb Elias,,33.7908,35.8311,IS- Informal Settlement,Less than 4,2,18,12/18/15,Medair,Last Update - 2015,3/17/15,3/26/13,2,2,Borehole,Municipality Collection,Verbal
51234-01-078,Qabb Elias 078,Bekaa,Zahle,Qabb Elias,,33.7949,35.827,IS- Informal Settlement,Less than 4,1,8,12/18/15,Medair,Last Update - 2015,3/18/15,4/2/14,1,1,Water Trucking,Municipality Collection,Verbal
51234-01-080,Qabb Elias 080,Bekaa,Zahle,Qabb Elias,,33.7831,35.846,IS- Informal Settlement,Less than 4,2,8,12/18/15,Medair,Last Update - 2015,3/18/15,3/17/13,1,1,Water Trucking,Municipality Collection,Verbal
51234-01-081,Qabb Elias 081,Bekaa,Zahle,Qabb Elias,,33.7712,35.8124,IS- Informal Settlement,Active,5,44,12/18/15,Medair,Last Update - 2015,4/19/15,4/17/13,4,4,Water Trucking,Dump it outside the camp,Verbal
51234-01-082,Qabb Elias 082,Bekaa,Zahle,Qabb Elias,,33.7898,35.8345,IS- Informal Settlement,Less than 4,1,11,12/18/15,Medair,Last Update - 2015,5/4/15,5/15/14,1,1,Others,Municipality Collection,Verbal
51234-01-083,Qabb Elias 083,Bekaa,Zahle,Qabb Elias,,33.7869,35.8369,IS- Informal Settlement,Less than 4,1,5,12/18/15,Medair,Last Update - 2015,6/9/15,12/7/13,1,1,Others,Municipality Collection,Verbal
51234-01-084,Qabb Elias 084,Bekaa,Zahle,Qabb Elias,,33.787,35.8323,IS- Informal Settlement,Less than 4,1,0,12/18/15,Medair,Last Update - 2015,6/9/15,6/7/14,0,0,Water Trucking,Municipality Collection,Verbal
51234-01-085,Qabb Elias 085,Bekaa,Zahle,Qabb Elias,,33.7926,35.8278,IS- Informal Settlement,Active,6,36,12/18/15,Medair,Last Update - 2015,6/9/15,11/3/13,3,3,Others,Municipality Collection,Verbal
51234-01-087,Qabb Elias 087,Bekaa,Zahle,Qabb Elias,,33.79,35.8372,IS- Informal Settlement,Less than 4,1,9,12/18/15,Medair,Last Update - 2015,8/13/15,5/13/15,1,1,Others,Dump it outside the camp,None
51234-01-088,Qabb Elias 088,Bekaa,Zahle,Qabb Elias,,33.7785,35.8332,IS- Informal Settlement,Less than 4,1,6,12/18/15,Medair,Last Update - 2015,8/13/15,7/13/15,1,1,Borehole,Municipality Collection,None
51234-01-089,Qabb Elias 089,Bekaa,Zahle,Qabb Elias,,33.765,35.8446,IS- Informal Settlement,Active,5,24,12/18/15,Medair,Last Update - 2015,8/13/15,5/13/15,5,5,Others,Municipality Collection,None
51234-01-090,Qabb Elias 090,Bekaa,Zahle,Qabb Elias,,33.7718,35.8313,IS- Informal Settlement,Less than 4,1,8,12/18/15,Medair,Last Update - 2015,8/13/15,5/13/15,1,1,Others,Burn it,None
51234-01-091,Qabb Elias 091,Bekaa,Zahle,Qabb Elias,,33.7896,35.8288,IS- Informal Settlement,Less than 4,1,7,12/18/15,Medair,Last Update - 2015,8/16/15,10/8/14,1,1,Others,Municipality Collection,None
51234-01-092,Qabb Elias 092,Bekaa,Zahle,Qabb Elias,,33.79112,35.83299,IS- Informal Settlement,Less than 4,1,7,12/18/15,Medair,Last Update - 2015,9/28/15,7/28/15,1,1,Others,Municipality Collection,None
51234-01-093,Qabb Elias 093,Bekaa,Zahle,Qabb Elias,,33.79453,35.82877,IS- Informal Settlement,Less than 4,1,7,12/18/15,Medair,Last Update - 2015,9/28/15,9/28/13,1,1,Borehole,Municipality Collection,Verbal
51234-01-094,Qabb Elias 094,Bekaa,Zahle,Qabb Elias,,33.78867,35.82335,IS- Informal Settlement,Less than 4,3,22,12/18/15,Medair,Last Update - 2015,11/5/15,11/5/14,3,3,Water Trucking,Municipality Collection,Verbal
51234-01-095,Qabb Elias 095,Bekaa,Zahle,Qabb Elias,,33.79455,35.825,IS- Informal Settlement,Less than 4,1,5,1/18/16,Medair,Last Update - 2015,1/18/16,10/31/15,1,1,Water Network,Municipality Collection,None
51234-01-096,Qabb Elias 096,Bekaa,Zahle,Qabb Elias,,33.79683,35.82891,IS- Informal Settlement,Less than 4,2,12,1/18/16,Medair,Last Update - 2015,1/18/16,11/28/15,1,1,Water Trucking,Municipality Collection,Verbal
51234-01-097,Qabb Elias 097,Bekaa,Zahle,Qabb Elias,,33.79871,35.83015,IS- Informal Settlement,Less than 4,2,7,12/21/15,Medair,Last Update - 2015,12/21/15,11/28/15,1,1,Water Trucking,Municipality Collection,Verbal
51237-01-001,Haouch Mandara 001,Bekaa,Zahle,Haouch Mandara,,33.7819,35.8567,IS- Informal Settlement,Active,72,650,12/18/15,Medair,Last Update - 2015,7/24/14,7/28/13,54,54,Borehole,Municipality Collection,Verbal
51237-01-002,Haouch Mandara 002,Bekaa,Zahle,Haouch Mandara,,33.7763,35.8543,IS- Informal Settlement,Active,6,34,12/18/15,Medair,Last Update - 2015,7/24/14,10/29/13,3,3,Others,Dump it outside the camp,None
51247-01-001,Chebrqiyet Tabet 001,Bekaa,Zahle,Chebrqiyet Tabet,,33.77533,35.87473,IS- Informal Settlement,Less than 4,1,7,12/29/15,Medair,Last Update - 2015,10/9/15,10/9/14,0,0,Water Trucking,Municipality Collection,None
51251-01-001,Haouch Es-Siyad‚ 001,Bekaa,Zahle,Haouch Es-Siyad‚,qusseir,33.77,35.8142,IS- Informal Settlement,Active,28,185,12/21/15,Medair,Last Update - 2015,3/5/14,9/5/12,20,20,Water Trucking,Municipality Collection,Verbal
51251-01-002,Haouch Es-Siyad‚ 002,Bekaa,Zahle,Haouch Es-Siyad‚,,33.7775,35.8193,IS- Informal Settlement,Active,8,45,12/22/15,Medair,Last Update - 2015,8/12/14,12/12/13,3,3,Others,Municipality Collection,Verbal
51251-01-003,Haouch Es-Siyad‚ 003,Bekaa,Zahle,Haouch Es-Siyad‚,,33.7703,35.8152,IS- Informal Settlement,Active,5,27,12/29/15,Medair,Last Update - 2015,10/7/14,6/17/14,3,3,Borehole,Dump it outside the camp,Verbal
51251-01-004,Haouch Es-Siyad‚ 004,Bekaa,Zahle,Haouch Es-Siyad‚,,33.76274,35.8194,IS- Informal Settlement,Active,13,95,12/18/15,Medair,Last Update - 2015,11/4/15,6/28/14,9,9,Water Trucking,Dump it outside the camp,Written
51264-01-002,Haouch Qayssar 002,Bekaa,Zahle,Haouch Qayssar,Qesser 2,33.7595,35.8079,IS- Informal Settlement,Active,27,250,12/29/15,Medair,Last Update - 2015,3/5/14,4/5/13,25,25,Water Trucking,Municipality Collection,Verbal
51264-01-003,Haouch Qayssar 003,Bekaa,Zahle,Haouch Qayssar,quesseir,33.7603,35.8085,IS- Informal Settlement,Active,34,217,12/29/15,Medair,Last Update - 2015,3/5/14,3/5/13,35,35,Water Trucking,Municipality Collection,Verbal
51264-01-004,Haouch Qayssar 004,Bekaa,Zahle,Haouch Qayssar,,33.764,35.8105,IS- Informal Settlement,Less than 4,2,11,12/29/15,Medair,Last Update - 2015,8/7/14,4/7/12,2,2,Borehole,Municipality Collection,None
51267-01-002,Barr Elias 002,Bekaa,Zahle,Barr Elias,,33.7783,35.9296,IS- Informal Settlement,Active,7,29,12/17/15,Medair,Last Update - 2015,8/7/14,7/7/12,6,6,Water Trucking,Municipality Collection,Verbal
51267-01-003,Barr Elias 003,Bekaa,Zahle,Barr Elias,,33.7633,35.9114,IS- Informal Settlement,Active,7,31,12/22/15,Medair,Last Update - 2015,5/7/14,6/10/12,4,4,Others,Municipality Collection,Verbal
51267-01-005,Barr Elias 005,Bekaa,Zahle,Barr Elias,,33.7891,35.9413,IS- Informal Settlement,Active,14,81,12/21/15,Medair,Last Update - 2015,5/7/14,3/20/12,7,7,Water Trucking,Municipality Collection,Verbal
51267-01-006,Barr Elias 006,Bekaa,Zahle,Barr Elias,,33.7894,35.9449,IS- Informal Settlement,Active,17,91,12/21/15,Medair,Last Update - 2015,5/7/14,9/27/13,14,14,Borehole,Municipality Collection,Verbal
51267-01-008,Barr Elias 008,Bekaa,Zahle,Barr Elias,Bar Elias 11,33.7778,35.934,IS- Informal Settlement,Active,7,44,12/21/15,Medair,Last Update - 2015,5/7/14,12/11/11,5,5,Water Trucking,Dump it outside the camp,Verbal
51267-01-009,Barr Elias 009,Bekaa,Zahle,Barr Elias,Bar Elias 12,33.7761,35.9358,IS- Informal Settlement,Less than 4,3,15,12/21/15,Medair,Last Update - 2015,5/7/14,2/7/12,2,2,Water Network,Dump it outside the camp,None
51267-01-010,Barr Elias 010,Bekaa,Zahle,Barr Elias,Bar Elias 13,33.7747,35.9183,IS- Informal Settlement,Active,71,490,12/22/15,Medair,Last Update - 2015,5/7/14,3/11/11,41,41,Others,Municipality Collection,Verbal
51267-01-011,Barr Elias 011,Bekaa,Zahle,Barr Elias,Bar Elias 14,33.7655,35.9151,IS- Informal Settlement,Active,57,432,12/22/15,Medair,Last Update - 2015,5/7/14,7/11/11,29,29,Water Trucking,Municipality Collection,Verbal
51267-01-012,Barr Elias 012,Bekaa,Zahle,Barr Elias,Bar Elias 16,33.7708,35.9098,IS- Informal Settlement,Active,27,193,12/21/15,Medair,Last Update - 2015,3/11/14,2/11/13,18,18,Others,Municipality Collection,Verbal
51267-01-013,Barr Elias 013,Bekaa,Zahle,Barr Elias,Bar Elias 17,33.7686,35.9119,IS- Informal Settlement,Active,66,399,12/22/15,Medair,Last Update - 2015,5/7/14,1/11/12,46,46,Borehole,Municipality Collection,Verbal
51267-01-014,Barr Elias 014,Bekaa,Zahle,Barr Elias,Bar Elias 20,33.7792,35.9279,IS- Informal Settlement,Active,33,201,12/17/15,Medair,Last Update - 2015,5/7/14,1/11/13,26,26,Others,Municipality Collection,Verbal
51267-01-015,Barr Elias 015,Bekaa,Zahle,Barr Elias,Bar Elias 21,33.7819,35.9091,IS- Informal Settlement,Active,12,44,12/17/15,Medair,Last Update - 2015,5/7/14,3/12/13,6,6,Water Network,Municipality Collection,Verbal
51267-01-016,Barr Elias 016,Bekaa,Zahle,Barr Elias,m.m,33.7939,35.9457,IS- Informal Settlement,Less than 4,3,22,12/17/15,Medair,Last Update - 2015,5/7/14,11/28/13,2,2,Borehole,Burn it,Verbal
51267-01-017,Barr Elias 017,Bekaa,Zahle,Barr Elias,Bar Elias 23,33.7637,35.9088,IS- Informal Settlement,Active,48,275,12/22/15,Medair,Last Update - 2015,5/7/14,5/11/11,26,26,Borehole,Municipality Collection,Verbal
51267-01-018,Barr Elias 018,Bekaa,Zahle,Barr Elias,Bar Elias 24,33.7882,35.9422,IS- Informal Settlement,Active,125,871,12/21/15,Medair,Last Update - 2015,5/7/14,12/7/11,124,124,Borehole,Municipality Collection,Verbal
51267-01-019,Barr Elias 019,Bekaa,Zahle,Barr Elias,Bar Elias 25,33.7874,35.9422,IS- Informal Settlement,Active,11,48,12/21/15,Medair,Last Update - 2015,5/7/14,4/7/11,11,11,Water Trucking,Municipality Collection,Verbal
51267-01-021,Barr Elias 021,Bekaa,Zahle,Barr Elias,Bar Elias 27,33.7627,35.9103,IS- Informal Settlement,Active,8,44,12/22/15,Medair,Last Update - 2015,5/7/14,4/11/11,2,2,Water Trucking,Burn it,Verbal
51267-01-022,Barr Elias 022,Bekaa,Zahle,Barr Elias,Bar elias,33.7823,35.9064,IS- Informal Settlement,Active,14,75,12/17/15,Medair,Last Update - 2015,5/7/14,12/12/13,7,7,Borehole,Municipality Collection,Written
51267-01-023,Barr Elias 023,Bekaa,Zahle,Barr Elias,bar elias,33.7835,35.906,IS- Informal Settlement,Active,26,132,12/17/15,Medair,Last Update - 2015,5/7/14,7/12/13,20,20,Water Trucking,Municipality Collection,None
51267-01-024,Barr Elias 024,Bekaa,Zahle,Barr Elias,Bar Elias,33.7628,35.917,IS- Informal Settlement,Active,39,201,12/22/15,Medair,Last Update - 2015,5/7/14,8/11/13,21,21,Others,Municipality Collection,None
51267-01-025,Barr Elias 025,Bekaa,Zahle,Barr Elias,bar elyas,33.7756,35.9133,IS- Informal Settlement,Active,8,29,12/21/15,Medair,Last Update - 2015,5/7/14,10/12/13,3,3,Water Trucking,Burn it,None
51267-01-026,Barr Elias 026,Bekaa,Zahle,Barr Elias,bar elyas,33.7672,35.9105,IS- Informal Settlement,Active,38,270,12/22/15,Medair,Last Update - 2015,5/7/14,9/11/13,26,26,Water Trucking,Municipality Collection,Verbal
51267-01-028,Barr Elias 028,Bekaa,Zahle,Barr Elias,,33.7909,35.944,IS- Informal Settlement,Active,85,483,12/21/15,Medair,Last Update - 2015,5/7/14,2/27/13,46,46,Water Trucking,Municipality Collection,Verbal
51267-01-030,Barr Elias 030,Bekaa,Zahle,Barr Elias,,33.763,35.8999,IS- Informal Settlement,Active,4,22,12/29/15,Medair,Last Update - 2015,3/6/14,9/6/13,2,2,Others,Municipality Collection,Verbal
51267-01-031,Barr Elias 031,Bekaa,Zahle,Barr Elias,,33.7727,35.9163,IS- Informal Settlement,Active,16,86,12/22/15,Medair,Last Update - 2015,3/11/14,2/11/13,12,12,Water Network,Municipality Collection,Verbal
51267-01-032,Barr Elias 032,Bekaa,Zahle,Barr Elias,,33.7738,35.9076,IS- Informal Settlement,Active,6,45,12/21/15,Medair,Last Update - 2015,3/11/14,12/11/12,4,4,Others,Municipality Collection,Verbal
51267-01-033,Barr Elias 033,Bekaa,Zahle,Barr Elias,,33.7632,35.9122,IS- Informal Settlement,Active,6,41,12/22/15,Medair,Last Update - 2015,5/7/14,3/11/14,6,6,Others,Municipality Collection,Written
51267-01-034,Barr Elias 034,Bekaa,Zahle,Barr Elias,,33.7747,35.8938,IS- Informal Settlement,Active,16,84,12/18/15,Medair,Last Update - 2015,5/7/14,4/11/13,13,13,Others,Municipality Collection,Verbal
51267-01-035,Barr Elias 035,Bekaa,Zahle,Barr Elias, al rahma 1,33.794,35.9206,IS- Informal Settlement,Active,45,235,12/17/15,Medair,Last Update - 2015,5/12/14,1/12/14,45,45,Borehole,Municipality Collection,None
51267-01-036,Barr Elias 036,Bekaa,Zahle,Barr Elias,,33.7976,35.9267,IS- Informal Settlement,Active,45,279,12/17/15,Medair,Last Update - 2015,5/12/14,11/14/13,10,10,Water Trucking,Municipality Collection,Verbal
51267-01-038,Barr Elias 038,Bekaa,Zahle,Barr Elias,,33.7803,35.934,IS- Informal Settlement,Active,19,54,12/17/15,Medair,Last Update - 2015,5/7/14,2/14/14,9,9,Others,Municipality Collection,Verbal
51267-01-039,Barr Elias 039,Bekaa,Zahle,Barr Elias,,33.7792,35.9391,IS- Informal Settlement,Less than 4,3,11,12/17/15,Medair,Last Update - 2015,5/7/14,3/14/13,1,1,Water Trucking,Municipality Collection,Verbal
51267-01-040,Barr Elias 040,Bekaa,Zahle,Barr Elias,,33.7795,35.9377,IS- Informal Settlement,Active,14,90,12/17/15,Medair,Last Update - 2015,5/7/14,12/14/14,9,9,Others,Municipality Collection,Written
51267-01-041,Barr Elias 041,Bekaa,Zahle,Barr Elias,,33.7681,35.9115,IS- Informal Settlement,Active,25,157,12/22/15,Medair,Last Update - 2015,5/7/14,3/24/14,20,20,Others,Municipality Collection,Verbal
51267-01-042,Barr Elias 042,Bekaa,Zahle,Barr Elias,,33.7648,35.916,IS- Informal Settlement,Active,15,76,12/22/15,Medair,Last Update - 2015,5/7/14,9/7/11,11,11,Borehole,Municipality Collection,Verbal
51267-01-043,Barr Elias 043,Bekaa,Zahle,Barr Elias,,33.7806,35.9413,IS- Informal Settlement,Active,5,25,12/17/15,Medair,Last Update - 2015,5/7/14,5/7/14,2,2,Borehole,Burn it,Verbal
51267-01-044,Barr Elias 044,Bekaa,Zahle,Barr Elias,,33.7651,35.9157,IS- Informal Settlement,Active,4,25,12/22/15,Medair,Last Update - 2015,5/7/14,7/7/12,3,3,Water Trucking,Municipality Collection,Verbal
51267-01-045,Barr Elias 045,Bekaa,Zahle,Barr Elias,,33.7904,35.9422,IS- Informal Settlement,Active,73,471,12/21/15,Medair,Last Update - 2015,6/18/14,5/18/14,46,46,Borehole,Municipality Collection,Verbal
51267-01-046,Barr Elias 046,Bekaa,Zahle,Barr Elias,,33.7873,35.9107,IS- Informal Settlement,Active,37,283,12/17/15,Medair,Last Update - 2015,6/23/14,4/27/14,39,39,Water Trucking,Municipality Collection,Verbal
51267-01-047,Barr Elias 047,Bekaa,Zahle,Barr Elias,(Al Abrar),33.7831,35.9088,IS- Informal Settlement,Active,60,276,12/17/15,Medair,Last Update - 2015,6/23/14,4/1/14,0,0,Water Trucking,Municipality Collection,Verbal
51267-01-048,Barr Elias 048,Bekaa,Zahle,Barr Elias,,33.7994,35.929,IS- Informal Settlement,Active,20,88,12/17/15,Medair,Last Update - 2015,6/23/14,5/16/14,20,20,Water Trucking,Municipality Collection,Written
51267-01-050,Barr Elias 050,Bekaa,Zahle,Barr Elias,,33.796,35.9224,IS- Informal Settlement,Less than 4,1,6,12/17/15,Medair,Last Update - 2015,8/6/14,7/14/14,1,1,Water Trucking,Municipality Collection,Verbal
51267-01-052,Barr Elias 052,Bekaa,Zahle,Barr Elias,,33.7924,35.9178,IS- Informal Settlement,Less than 4,2,12,12/17/15,Medair,Last Update - 2015,8/6/14,8/5/14,2,2,Water Trucking,Municipality Collection,Verbal
51267-01-053,Barr Elias 053,Bekaa,Zahle,Barr Elias,,33.7916,35.9128,IS- Informal Settlement,Less than 4,2,9,12/17/15,Medair,Last Update - 2015,8/6/14,1/31/15,2,2,Borehole,Burn it,None
51267-01-054,Barr Elias 054,Bekaa,Zahle,Barr Elias,,33.769,35.897,IS- Informal Settlement,Less than 4,1,7,12/29/15,Medair,Last Update - 2015,8/13/14,11/10/13,1,1,Water Trucking,Municipality Collection,Verbal
51267-01-055,Barr Elias 055,Bekaa,Zahle,Barr Elias,,33.7659,35.8959,IS- Informal Settlement,Less than 4,2,6,12/29/15,Medair,Last Update - 2015,8/13/14,5/23/14,1,1,Others,Dump it outside the camp,Verbal
51267-01-056,Barr Elias 056,Bekaa,Zahle,Barr Elias,,33.7645,35.9045,IS- Informal Settlement,Less than 4,1,6,12/29/15,Medair,Last Update - 2015,8/13/14,8/13/13,1,1,Others,Municipality Collection,Verbal
51267-01-057,Barr Elias 057,Bekaa,Zahle,Barr Elias,,33.7665,35.9143,IS- Informal Settlement,Less than 4,1,1,12/22/15,Medair,Last Update - 2015,8/7/14,,1,1,Water Trucking,Burn it,Verbal
51267-01-058,Barr Elias 058,Bekaa,Zahle,Barr Elias,,33.762,35.9112,IS- Informal Settlement,Active,7,20,12/22/15,Medair,Last Update - 2015,8/7/14,1/23/14,2,2,Water Trucking,Municipality Collection,Verbal
51267-01-060,Barr Elias 060,Bekaa,Zahle,Barr Elias,,33.7609,35.926,IS- Informal Settlement,Less than 4,3,17,12/22/15,Medair,Last Update - 2015,8/11/14,6/2/14,1,1,Others,Municipality Collection,None
51267-01-062,Barr Elias 062,Bekaa,Zahle,Barr Elias,,33.7939,35.9391,IS- Informal Settlement,Active,47,265,12/21/15,Medair,Last Update - 2015,7/11/14,4/11/14,32,32,Water Trucking,Municipality Collection,Verbal
51267-01-063,Barr Elias 063,Bekaa,Zahle,Barr Elias,,33.7562,35.9124,IS- Informal Settlement,Active,29,153,12/29/15,Medair,Last Update - 2015,7/11/14,7/11/12,10,10,Water Trucking,Municipality Collection,Verbal
51267-01-068,Barr Elias 068,Bekaa,Zahle,Barr Elias,,33.7593,35.9149,IS- Informal Settlement,Active,12,79,12/22/15,Medair,Last Update - 2015,8/11/14,4/6/13,10,10,Others,Municipality Collection,Verbal
51267-01-069,Barr Elias 069,Bekaa,Zahle,Barr Elias,,33.7593,35.9148,IS- Informal Settlement,Active,12,55,12/22/15,Medair,Last Update - 2015,8/11/14,7/10/13,7,7,Others,Municipality Collection,Verbal
51267-01-070,Barr Elias 070,Bekaa,Zahle,Barr Elias,,33.7796,35.9321,IS- Informal Settlement,Less than 4,1,8,12/17/15,Medair,Last Update - 2015,8/6/14,2/6/14,1,1,Borehole,Municipality Collection,Verbal
51267-01-072,Barr Elias 072,Bekaa,Zahle,Barr Elias,,33.7771,35.9288,IS- Informal Settlement,Active,5,33,12/22/15,Medair,Last Update - 2015,11/10/14,11/5/14,5,5,Borehole,Municipality Collection,Verbal
51267-01-073,Barr Elias 073,Bekaa,Zahle,Barr Elias,,33.7775,35.9201,IS- Informal Settlement,Active,5,37,12/21/15,Medair,Last Update - 2015,11/10/14,11/3/14,5,5,Borehole,Municipality Collection,Verbal
51267-01-074,Barr Elias 074,Bekaa,Zahle,Barr Elias,,33.7964,35.9255,IS- Informal Settlement,Active,9,36,12/17/15,Medair,Last Update - 2015,11/20/14,8/2/14,4,4,Water Trucking,Burn it,Written
51267-01-075,Barr Elias 075,Bekaa,Zahle,Barr Elias,,33.7985,35.9437,IS- Informal Settlement,Active,20,97,12/17/15,Medair,Last Update - 2015,12/16/14,10/22/14,21,21,Water Trucking,Burn it,Verbal
51267-01-076,Barr Elias 076,Bekaa,Zahle,Barr Elias,,33.7979,35.9329,IS- Informal Settlement,Active,5,19,12/17/15,Medair,Last Update - 2015,12/17/14,9/1/14,1,1,Borehole,Municipality Collection,Written
51267-01-078,Barr Elias 078,Bekaa,Zahle,Barr Elias,,33.7607,35.924,IS- Informal Settlement,Active,4,23,12/22/15,Medair,Last Update - 2015,12/17/14,9/30/14,1,1,Others,Burn it,None
